Date,Open,High,Low,Close,Volume,OpenInterest,Entry
2020-06-15,376.22,377.85,375.945,376.88,31302,0.0
2020-06-16,377.23,377.86,376.09,377.35,19707,0.0
2020-06-17,377.33,378.13,376.96,377.31,20926,0.0
2020-06-18,377.251,377.791,376.29,376.29,57975,0.0
2020-06-19,376.42,376.76,374.64,374.72,18208,0.0
2020-06-20,374.76,375.41,373.935,375.05,15907,0.0
2020-06-21,375.155,376.1,375.14,375.78,12890,0.0
2020-06-22,376.04,376.06,375.21,375.9,13042,0.0
2020-06-23,375.92,376.12,375.485,375.52,13734,0.0
2020-06-24,375.44,376.26,375.045,375.95,12323,0.0
2020-06-25,375.83,376.94,375.34,376.9,8014,0.0
2020-06-26,377,377.24,376.74,377.13,5255,0.0
2020-06-27,377.175,377.51,376.95,377.475,6857,0.0
2020-06-28,377.51,377.69,377.41,377.43,13642,0.0
2020-06-29,377.62,378.23,377.48,378.08,9917,0.0
2020-06-30,378.25,378.81,377.97,378.14,23026,0.0
2020-07-01,378.14,378.86,377.83,378.84,6095,0.0
2020-07-02,378.87,378.97,377.97,378,14223,0.0
2020-07-03,378.035,378.035,377.25,377.43,120963,0.0
2020-07-04,377.32,378.85,377.32,378.14,75897,0.0
2020-07-05,378.38,379.11,378.22,378.81,30008,0.0
2020-07-06,378.78,379.62,378.56,378.85,38569,0.0
2020-07-07,378.83,379.49,378.57,379.35,57149,0.0
2020-07-08,379.879,379.879,379.13,379.13,342,0.0
2020-07-09,378.251,378.251,378.251,378.251,110,0.0
2020-07-10,378.539,378.539,378.539,378.539,100,0.0
2020-07-11,378.26,378.26,378.26,378.26,100,0.0
2020-07-12,378.351,378.351,378.351,378.351,100,0.0
2020-07-13,378.899,378.899,378.899,378.899,100,0.0
2020-07-14,378.501,378.501,378.35,378.35,300,0.0
2020-07-15,378.2,378.2,377.45,377.45,490,0.0
2020-07-16,377.47,378.16,374.74,375.95,43029,0.0
2020-07-17,376.32,376.78,373.94,374.91,19402,0.0
2020-07-18,374.97,375.7,374.41,374.78,10032,0.0
2020-07-19,374.69,375.42,374.04,374.65,18146,0.0
2020-07-20,374.7,375.36,374.06,374.57,277232,0.0
2020-07-21,374.7,376.22,374.44,376.03,30074,0.0
2020-07-22,376.049,376.42,374.75,376.3,17550,0.0
2020-07-23,376.35,376.67,375.71,375.785,29135,0.0
2020-07-24,375.865,376.475,375.395,376.06,14864,0.0
2020-07-25,375.9,375.9,374.76,374.76,10173,0.0
2020-07-26,374.6,375.1,374.21,375.1,15838,0.0
2020-07-27,375.05,375.67,375,375.5,6811,0.0
2020-07-28,375.28,375.29,375.21,375.21,406,0.0
